timestamp,cpu_usage,memory_usage
2025-07-01 00:00:00,32.483570765056164,55.54598920689965
2025-07-01 00:01:00,29.371117462405763,46.139511224981376
2025-07-01 00:02:00,33.36331820441938,50.94585587155342
2025-07-01 00:03:00,37.802456496489505,54.88787133609074
2025-07-01 00:04:00,29.07896477392036,52.04700092532847
2025-07-01 00:05:00,29.141461606390415,50.83916752861166
2025-07-01 00:06:00,38.270613101118116,47.469098082695474
2025-07-01 00:07:00,34.27411076944074,46.29162955797308
2025-07-01 00:08:00,28.151936341116016,52.80945859754353
2025-07-01 00:09:00,33.27446026288294,55.08010176727795
2025-07-01 00:10:00,28.306901562881958,49.30744005550976
2025-07-01 00:11:00,28.357647030540907,47.26911127554314
2025-07-01 00:12:00,31.958386299695864,43.37406665021864
2025-07-01 00:13:00,21.24442381767941,47.86853050998079
2025-07-01 00:14:00,22.248454517867504,50.53207315293554
2025-07-01 00:15:00,28.123790800008543,55.73259816872361
2025-07-01 00:16:00,25.933221323909823,53.01677800228085
2025-07-01 00:17:00,32.63072337019612,51.97474292134002
2025-07-01 00:18:00,26.581435003706122,49.921196397408785
2025-07-01 00:19:00,24.122062032965612,49.4340833878742
2025-07-01 00:20:00,38.573803620291166,55.46250256820729
2025-07-01 00:21:00,30.17860918226205,51.909706306969895
2025-07-01 00:22:00,31.70701188725236,45.06156878804968
2025-07-01 00:23:00,24.307456981078264,49.41057896845381
2025-07-01 00:24:00,28.771055808240114,48.91832133555115
2025-07-01 00:25:00,32.10929597185437,49.91589099577264
2025-07-01 00:26:00,25.861368407933064,53.30506827589983
2025-07-01 00:27:00,33.55641694573915,51.355592208628046
2025-07-01 00:28:00,28.736258860972963,51.508856089556005
2025-07-01 00:29:00,30.342441528640062,55.74132976158215
2025-07-01 00:30:00,28.853765309498247,49.77291510128517
2025-07-01 00:31:00,41.18500513045953,57.5162127855769
2025-07-01 00:32:00,31.917369286765084,49.97093263634149
2025-07-01 00:33:00,26.757464957425395,52.313614192042614
2025-07-01 00:34:00,36.21982897061394,51.263493623889694
2025-07-01 00:35:00,26.063889214296637,52.53836486465464
2025-07-01 00:36:00,33.273344372584766,53.562802382780376
2025-07-01 00:37:00,22.491508227390725,53.59136456705624
2025-07-01 00:38:00,25.709672207170293,50.091250459800705
2025-07-01 00:39:00,33.39556103480262,49.04251082311429
2025-07-01 00:40:00,36.16414660497205,59.98132907771213
2025-07-01 00:41:00,33.38911805668374,51.08032363193223
2025-07-01 00:42:00,32.014399934916874,54.690278662874036
2025-07-01 00:43:00,31.147386973423707,47.82998151980056
2025-07-01 00:44:00,25.32045667434475,51.874228466467855
2025-07-01 00:45:00,29.17390149523154,52.39152438525775
2025-07-01 00:46:00,30.529876999643342,54.25151606422578
2025-07-01 00:47:00,38.17852038317189,44.7255468291015
